content,date,title,label
"Berita GresikSURYA.co.id | GRESIK - Denny Setiawan atau yang lebih dikenal dengan Denny Caknan menyampaikan permohonan maaf.Konser Denny Caknan Ambyar Party 2022 di Wisata Setigi, Sekapuk, Ujungpangkah, Gresik batal digelar.""Maaf teman-temanku Gresik semoga bisa ke Gresik lain waktu. Amin,"" tulis Denny Caknan di akun instagram pribadinya, Kamis (10/11/2022).Pihak manajemen Denny Caknan belum dapat dikonfirmasi.Batalnya konser penyanyi dangdut terkenal itu dikabarkan mendadak.Padahal dalam rapat koordinasi di Mapolres Gresik semalam semua setuju jadwal konser dipindah menjadi siang sampai sore.Namun, ketika semua sudah persiapan mulai dari panggung, sound, stand sponsor hingga UMKM yang berjualan mendadak dibatalkan pada pukul 10.00 Wib.Alhasil, pihak penyelenggara Kepala Desa Sekapuk Abdul Halim kecewa.Crew Denny Caknan sudah ada yang menginap di Kebun Pak Inggih terpaksa kembali.Padahal pihak Wisata Setigi sudah menyiapkan semuanya, termasuk pengamanan berlapis di pintu masuk.“Dengan demikian, Setigi bukan penipu, Denny Caknan tidak mau konser siang. Pembatalan dari manajemen murni, bukan karena pihak Setigi,”  tegas Halim sapaan akrabnya.Di samping itu, pihak Polres Gresik sudah menggelar apel di Polsek Ujungpangkah untuk mengamankan jalannya konser.Namun, tiba-tiba batal digelar.","Kamis, 10 November 2022 22:02","Batal Konser di Wisata Setigi Gresik, Denny Caknan Sampaikan Permohonan Maaf",noclickbait
"SURYA.CO.ID, LAMONGAN - Puluhan guru pendidikan jasmani olahraga dan kesehatan (PJOK) yang masih berstatus honorer mengadu ke kantor DPRD Lamongan, Kamis (10/11/2022). Mereka meminta para wakil rakyat ikut membantu memperjuangkan nasib 71 guru PJOK agar diangkat sebagai Pegawai Pemerintah dengan Perjanjian Kerja (PPPK).Para perwakilan 71 guru PJOK itu menggelar aksi dengan membentangkan karton rentang dengan segala kritik dan tuntutannya di teras pintu masuk gedung dewan. ""Kita puluhan guru PJOK merasa dizolimi, "" tegas Ketua FHSNK Lamongan, Syukron Ma'mun saat menggelar aksi ke gedung dewan, Kamis (10/11/2022)Menurut Syukron, bukan tanpa alasan ia menyebut menyebut dizolimi. Karena munculnya observasi yang ternyata tidak ada penempatan guru PJOK di SD. Mereka yang tidak terakomodir sebagai PPPK tersebut merupakan guru-guru yang terdaftar dengan formasi guru PJOK SMP Negeri, karena formasinya hanya membuka guru SMP.Ke-71 guru PJOK tersebut semula terdaftar dengan formasi guru PJOK SMP Negeri, tetapi belakangan ternyata formasi itu dikurangi. Di teras pintu masuk gedung dewan, mereka akhirnya ditemui Komisi D dan diajak berdialog di lantai 2 gedung DPRD.Ketua Komisi D DPRD Lamongan, Abdul Shomad yang menemui massa berjanji akan membantu 71 guru honorer PJOK ini agar bisa diakomodir untuk diangkat sebagai guru PPPK. ""Termasuk urusan penempatannya nanti, "" ungkap Shomad.Dan menurut Shomad, pihaknya sudah melakukan pembicaraan dengan Dinas Pendidikan (Dindik) Lamongan, dan menurutnya pihak diknas akan melakukan pemetaan. ""Bahkan Dindik berjanji akan menanyakan langsung ke Jakarta terkait formasi 71 guru honorer ini,"" ungkap Shomad.Dan direncanakan, dua orang guru perwakilan bersama Kepala Dindik, Munif Syarif akan berangkat ke Kemenpan-RB di Jakarta. *****","Kamis, 10 November 2022 22:04","71 Guru PJOK Mengeluh Tidak Kunjung Jadi PPPK, DPRD Lamongan Janji Perjuangkan ke Dindik",noclickbait
" SURYA.co.id | SURABAYA - Sebanyak 250 lebih peserta dipastikan akan meramaikan turnamen golf menyambut Dies Natalis Institut teknologi 10 Nopember Surabaya (ITS), Minggu (27/11/2022) mendatang.Totok DH, ketua panitia turnamen golf Dies Natalis ITS ke-62 menjelaskan, ajang ini digelar oleh Persatuan Golf Alumi ITS. Ajang ini berbeda dibanding biasanya, karena akan memakai dua lapangan, yani Bukit Darmo Golf dan Golf Graha Famili Surabaya.""Kita akan ajak para pegolf untuk menaklukan dua lapangan (Bukit Darmo Golf dan Golf Graha Famili Surabaya). Ini tantangan yang jarang sekali dijumpai,"" sebut Totok dalam keterangannya yang diterima Surya.co.id, Kamis (10/11/2022).Totok menuturkan, panitia telah mengatur turnamen ini supaya menarik dan penuh tantangan yang membuat penasaran peserta. Nantinya peserta akan dihadapkan untuk menaklukan dua lapangan golf dengan kodisi kontur serta green yang berbeda.""Mudah-mudahan terselenggara dengan baik,"" harap Totok.Turnamen golf Dies Natalis ITS ke-62 di Surabaya, lanjut Totok bakal terbagi di tiga katagori. Pertama untuk open atau umum, kedua antar jurusan alumni ITS dan ketiga antar Perguruan Tinggi (PT) jurusan Kimia.""Ada dari UGM, UI, Undip, ITN dan perguran tinggi lainnya sudah konfirmasi ikut,"" tuturnya.Totok melanjutkan, ajang ini sekaligus bertujuan menjalin tali silaturahmi para alumni ITS antar fakultas yang sudah menyebar dan tinggal di berbagai tempat di Indonesia. Tidak hanya berbagai hadiah lucky draw, paitia juga sudah menyediakan hadiah hole in one senilai Rp 1 miliar dan emas 1 Kg yang membuat turnamen ini lebih menarik.Agus Purnomo, wakil ketua panitia menambahkan, turnamen golf untuk alumni ITS sudah sering diadakan di Jakarta. Dan vakum 2 tahun lantaran pendemi Covid-19.""Kali ini ada lagi dan diadakan di Surabaya dalam rangka Dies Natalis ITS ke-62,"" terang Agus.Agus berkeyakinan, dengan munculnya prestasi dari para alumni ITS diharapkan bisa mengajak masyarakat untuk berpartisipasi dan mengindahkan olahraga golf.""Kami berharap golf sebagai salah satu olahraga yang dicintai dan diminati masyarakat di semua lapisan. Kami mendukung setiap upaya pemerintah melestarikan olahraga dan pariwista di bidang golf,"" tutup Agus.  ","Kamis, 10 November 2022 22:05",250 Pegolf Dipastikan Ramaikan Turnamen Dies Natalis ITS ke-62 di Surabaya,noclickbait
"Berita GresikSURYA.co.id | GRESIK - Pihak penyelenggara Konser Denny Caknan Ambyar Party 2022 mengalami kerugian ratusan juta.Semua persiapan yang sudah digelar sejak kemarin mendadak batal pukul 10.00 Wib.Apalagi semua panggung konser sudah tertata rapi dan siap digelar.Padahal konser sudah mendapat izin karena digelar siang hingga sore hari.Pintu masuk wisata Setigi di Desa Sekapuk, Kecamatan Ujungpangkah, Gresik langsung sepi setelah pengumuman konser dibatalkan.Kepala Desa Sekapuk Abdul Halim mengatakan, batalnya Konser Denny Caknan membuatnya rugi besar, kurang lebih kerugian mencapai Rp 480 juta.""Belum kerugian material UMKM, sponsor yang ada di lokasi. Kami juga sudah memindahkan panggung dengan kapasitas penonton di bawah seribu orang dengan ukuran 30 x 50,"" kata Halim sapaan akrabnya.Pihaknya sudah sangat maksimal menyiapkan konser Denny Caknan.Pengamanan di pintu masuk sudah lapis tiga.Penonton dengan atribut silat, tidak boleh membawa minuman keras, narkoba.Sound System panggung sudah siap, pelaku UMKM sudah siap berjualan, termasuk pengurus RT/RW memadati lokasi dengan pakaian batik warna biru.""Denny Caknan tidak mau konser siang. Pembatalan dari manajemen murni, bukan karena pihak Setigi,” tegasnya.Sebanyak 800 lebih tiket yang sudah dijual, pihak panitia siap bertanggung jawab.Sedangkan Polres Gresik hanya membantu mengganti rugi ketika pengunjung batal karena jam konser yang digelar malam hari dirubah menjadi siang hingga sore.","Kamis, 10 November 2022 22:08","Konser Denny Caknan Batal, Pihak Wisata Setigi Gresik Rugi Ratusan Juta",noclickbait
"SURYA.CO.ID, KOTA SURABAYA - Sebagai basis pertempuran dahsyat pada upaya mempertahankan kemerdekaan pada 10 November 1945, Kota Surabaya senantiasa memperingati Hari Pahlawan secara masif. Bedanya, kali ini peringatan Hari Pahlawan 2022 di Surabaya diisi dengan upacara hingga pertunjukan teatrikal, Kamis (10/11/2022).Pada acara tersebut, Wali Kota Surabaya Eri Cahyadi lebih meneguhkan semangat warga untuk sama-sama memerangi kemiskinan.Berlangsung di halaman Balai Kota Surabaya, peringatan Hari Pahlawan berlangsung sederhana namun penuh khidmat dan semarak. Upacara dipimpin Wali Kota Surabaya dengan diikuti ratusan masyarakat dari berbagai elemen.Seluruh peserta upacara hadir dengan menggunakan pakaian ala pejuang. Tak terkecuali Wali Kota Eri Cahyadi bersama dengan Forkopimda Surabaya. Setelah upacara bendera selesai, acara diisi sejumlah pertunjukkan. Mulai paduan Suara Gita Bahana Pelajar Kota Surabaya, hingga Drumband Genderang Suling Gita Jala Taruna Akademi Angkatan Laut (AAL).Tak kalah menarik, ada pertunjukkan teatrikal bertajuk ""Pahlawan Dalam Nadi"". Teatrikal tersebut menggambarkan para pejuang masa kini. Mulai dari Kader Surabaya Hebat (KSH), Petugas Kebersihan, Petugas Keamanan, Guru, Dokter, Perawat, para atlet dan juga siswa-siswi generasi muda yang akan meneruskan spirit kepahlawanan melalui jalan yang berbeda.Cak Eri mengatakan, bahwa pahlawan masa kini adalah seluruh elemen masyarakat yang menjaga Surabaya. Bagi Cak Eri, mereka adalah orang-orang yang berjuang dengan hati ikhlas merawat dan menjaga Kota Surabaya.""Orang yang berjuang dengan hatinya, orang yang ikhlas menjaga kotanya, itulah Pahlawan masa kini. Siapa? Sangat banyak. Ada Bunda Paud, Kader Surabaya Hebat (KSH), RT/RW, mereka semua adalah Pahlawan,"" kata Cak Eri.Ia menyatakan, bahwa Pemkot Surabaya selalu terbuka dengan berbagai pihak dalam menuntaskan masalah yang ada. Mulai masalah penanggulangan pandemi Covid-19 hingga pengentasan kemiskinan keluarga Masyarakat Berpenghasilan Rendah (MBR).""Kita lihat ada KSH untuk MBR, ada RT/RW dan Kampung Tangguh untuk (penanggulangan) Covid-19. Berarti apa? Semuanya adalah Pahlawan. Saya matur nuwun sanget (terima kasih banyak) buat pahlawan-pahlawan Surabaya,"" tutur Cak Eri.Dengan kebersamaan dan gotong-royong, Surabaya diyakini akan semakin hebat di masa depan. ""Meskipun metropolitan, tetapi jiwa pahlawan dan budaya 'Arek'-nya tetap terlekat sehingga hari ini buktinya semuanya kita selesaikan,"" paparnya.Dalam upacara ini juga dihadiri 600 warga dari berbagai lapisan. ""Kami selalu mengundang warga saat upacara karena balai kota ini rumah rakyat. Ketika ini rumah rakyat, maka semuanya masuk rumah rakyat tanpa ada rasa takut atau terbatas,"" terangnya.Momentum upacara Hari Pahlawan menjadi pemantik kebersamaan dan gotong-royong dalam membangun Kota Surabaya lebih hebat lagi ke depannya. ""Maka kita punya pandangan dan tujuan yang sama untuk mewujudkan kesejahteraan umum dan mencerdaskan kehidupan bangsa. Inilah yang dinamakan kebersamaan,"" tandasnya.""Maka hari ini kita waktunya bersama antara masyarakat dan pemerintah bersatu meraih kemerdekaan. Dengan kemerdekaan teknologi, kemerdekaan dari kemiskinan, pengangguran hingga putus sekolah. Inilah makna dari Upacara Hari Pahlawan hari ini,"" tegasnya. ****","Kamis, 10 November 2022 22:13","Hari Pahlawan di Surabaya Diisi Teatrikal Pahlawan Dalam Nadi, Berjuang Bersama Perangi Kemiskinan",noclickbait
" SURYA.co.id | MAGETAN - Putra Indomeret Sidoarjo menyusul tim putri Bank Jatim Surabaya lolos ke final Livoli Divisi Utama 2022 di GOR Ki Mageti, Magetan.Indomaret Sidoarjo memastikan diri lolos ke babak final Livoli Divisi Utama 2022, setelah menang 3-1 (27-25, 15-25, 25-19, 25-21) atas STIN Pasundan Bandung, Kamis (10/11/2022).Hasil tersebut membuat Indomaret berada di posisi runner-up dengan poin 11. Mereka terpaut satu poin dari Pasundan yang sudah dipastikan menjadi juara setelah menang lawan Surabaya BIN Samator, Rsbu (9/11/2022).Kemenangan atas Pasundan Bandung itu membuat Indomaret sapu bersih di putaran kedua. Sebelumnya dua kemenangan didapatkan atas BIN Samator dan Berlian Bank Jateng.Menurut pelatih Indomaret, Iwan Dedi Setiawan tidak ada instruksi khusus yang diberikan kepada anak didiknya.""Yang penting anak-anak main rileks, lepas, tanggung jawab. Karena kalau pertandingan ini kami kalah maka kami nggak masuk, dan secara itung-itungan kami masih 50:50 sama Samator,"" kata Dedi.Sementara itu, meski sudah dipastikan lolos, Pasundan bandung tetap menurunkan sejumlah pemain andalannya seperti Farhan Halim. Pelatih Pasundan, Anwar Sadat menyebut timnya ingin bermain maksimal di laga terakhir.""Hari ini kami mau ambil, karena kami berkaca ke belakang kalah 2-3,"" kata Sadat. ""Anak-anak sudah bagus main, tapi kalah di posisi blok dan defend,"" ujarnya.Laga lainnya BIN Samator kalah atas Berlian Bank Jateng dengan skor 0-3 (22-25, 24-26, 20-25). Kedua tim akan bertemu di perebutan peringkat ketiga dan empat, Minggu (13/11/2022).Selanjutnya BIN Samator Surabaya akan berebut peringkat ketiga lawan Berlian bank Jateng padda Minggu nanti.","Kamis, 10 November 2022 22:16",Hasil Livoli Divisi Utama 2022 - Indomaret Sidoarjo Susul Bank Jatim Surabaya ke Final di Magetan,noclickbait
"Berita SurabayaSURYA.co.id, SURABAYA - Sebanyak dua nelayan diamankan anggota Ditpolairud Polda Jatim karena membawa 5.000 detonator peledakan bom ikan atau bom bondet saat keduanya bersandar di Pelabuhan Jangkar Situbondo, sekitar pukul 16.00 WIB, Rabu (9/11/2022).Modus yang digunakan oleh kedua pelaku berinisial MA dan AF itu.Ribuan bahan detonator bom bondet tersebut, dikemas dalam dua wadah kemasan kardus mi instan.Kemasan kardus tersebut dibungkus plastik warna kuning dan diikat menggunakan tali pada semua permukaan kardusnya.Kabid Humas Polda Jatim, Kombes Pol Dirmanto, mengatakan ribuan benda tersebut merupakan salah satu komponen bahan peledak yang biasa digunakan nelayan mencari ikan secara ilegal atau lazim disebut bondet.""Memang benar tanggal 9 November, sekitar pukul 16.00 anggota Polair, berhasil menemukan 5.000 buah bahan detonator bom bondet,"" ujarnya saat ditemui awak media di depan Gedung Ditreskrimsus Mapolda Jatim, Kamis (10/11/2022).Setelah diselidiki, ternyata kedua nelayan tersebut, memperoleh pasokan benda tersebut dari sebuah daerah di kawasan Kepulauan Raas, Sumenep, Jatim.""Lokasi pembuatan detonator itu di Hutan Kepulauan Raas. Jauh,"" katanya.Seandainya, aksi ilegal penyelundupan benda berbahaya itu tidak kepergok oleh Anggota Ditpolairud Polda Jatim.Rencananya, ungkap Dirmanto, kedua pelaku bakal menjualnya ke kawasan Pulau Sumatera dan Kalimantan.Mantan Kapolsek Wonokromo itu menegaskan benda tersebut memang secara sengaja akan diperjualbelikan kepada pihak lain dengan kegunaan mencari ikan secara ilegal, yakni bahan peledak.""Ini bahan bom ikan,"" pungkasnya.","Kamis, 10 November 2022 22:21","Polda Jatim Amankan 5000 Detonator Bahan Bom Bondet dari 2 Nelayan, Dibuat di Pulau Raas Madura",noclickbait
"SURYA.CO.ID, BOJONEGORO - Kasus penistaan seksual pada anak di bawah umur masih terus terjadi, kali ini dialami seorang anak perempuan berinisial DK (15) di Kecamatan Baureno, Kabupaten Bojonegoro. Dan tidak disangka, pelakunya adalah pria yang pantas menjadi kakeknya, yaitu tetangganya sendiri berinisial S (72).Bahkan akibat ulah pelaku yang sudah masuk kategori rudapaksa atau pemaksaan itu, korban sampai hamil dan melahirkan anak di puskesmas setempat, bulan Oktober lalu. ""Pelaku sudah diamankan, ditetapkan sebagai tersangka,"" kata Kasatreskrim Polres Bojonegoro, AKP Girindra Wardana Akbar Ramdhani saat dikonfirmasi, Kamis (10/11/2022).Giri menjelaskan, kasus pencabulan terjadi antara Februari sampai Juni 2022. Dalam kurun waktu tersebut, korban mendapat perilaku pelecehan seksual sebanyak empat kali oleh pelaku. Pelaku melakukan perbuatan tak bermoral tersebut di samping rumahnya. ""Jadi saat korban lewat lalu ditarik tangannya, kemudian dilakukan pencabulan,"" pungkasnya.Atas perbuatan yang dilakukan, tersangka dijerat UU RI Nomor 23 Tahun 2002 tentang perlindungan anak, ancaman minimal 5 tahun dan maksimal 15 tahun penjara.Sedangkan korban DK mengalami perlakuan tidak pantas itu karena di bawah ancaman. Bahkan saat melakukan aksinya, korban diancam akan dibunuh kalau mengatakan kepada orang lain. ""Korban diancam akan dibunuh jika bilang ke orang lain atas apa yang dialami,"" jelas Giri.Perwira pertama itu menjelaskan, selain mengancam, korban juga sempat dibekap mulutnya dengan tangan pelaku agar tidak berteriak. Upaya untuk melawan telah dilakukan korban, namun tidak kuasa membuat pelaku menghentikan aksinya.Hingga akhirnya perbuatan itu dilakukan sebanyak empat kali, terhitung antara Februari sampai Juni 2022. ""Sudah empat kali dilakukan di samping rumah pelaku,"" ujar mantan Kasatreskrim Polres Kediri Kota itu.Karena dipaksa melayani nafsu bejat kakek cabul tersebut, hingga korban berbadan dua. Korban akhirnya melahirkan di Puskesmas setempat pada akhir Oktober lalu. ""Setelah melahirkan lalu orangtua melaporkan ke polisi hingga akhirnya pelaku kita tangkap,"" pungkasnya. ****","Kamis, 10 November 2022 22:29","Dikerjai di Bawah Ancaman, ABG di Bojonegoro Hamil Sampai Melahirkan, Kakek Tetangga Pelakunya",clickbait
"Berita SurabayaSURYA.co.id, SURABAYA - AH (24) pemeran wanita kebaya merah dalam video dewasa yang viral di TikTok dan Twitter, selesai menjalani pemeriksaan psikologi di RS Bhayangkara, Surabaya, Kamis (10/11/2022).Pemeriksaan psikologi tersebut menyusul adanya temuan Surat Kuning sebagai tanda pernah memperoleh penanganan medis aspek kejiwaan.Surat kuning tersebut diperoleh AH setelah sempat melakukan pengobatan di Rumah Sakit Jiwa (RSJ) Menur, Jatim, yang berlokasi di Kota Surabaya, beberapa bulan lalu.Kabid Humas Polda Jatim, Kombes Pol Dirmanto, mengatakan AH menjalani pemeriksaan di RS Bhayangkara Surabaya, sejak pagi hingga sore hari.""Saat ini sedang dilakukan observasi di RS Bhayangkara melibatkan dengan ahli. Update besok. Lusa kalau ada perkembangan,"" katanya saat ditemui awak media, di Lobby Gedung Ditreskrimsus Mapolda Jatim, Kamis (10/11/2022).Dalam waktu dekat hasil tes psikologi AH akan diserahkan kepada penyidik.Perkembangan atas temuan tambahan atas kondisi kejiwaan AH; mendasari hasil tes psikologi tersebut, akan disampaikan kepada publik, termasuk dengan status hukum terhadap AH.Manakala memang terdapat suatu kondisi kesehatan mental yang membutuhkan intervensi lebih mendesak, ketimbang penegakan hukum.Dirmanto tak menampik akan ada penyesuaian yang tentunya tetap didasari dengan peraturan perundang-undangan yang berlaku.""Ya kita tunggu ya. Karena ini semua belum pasti. Nanti kita tunggu perkembangan penyelidikan lebih lanjut,"" ungkapnya.Berdasarkan hasil temuan penyidik, Dirmanto mengatakan AH diduga memiliki dinamika gejala kejiwaan yakni kepribadian ganda.""Informasi yang kami terima dari penyidik, yang bersangkutan merupakan seseorang yang berkepribadian ganda,"" katanya.","Kamis, 10 November 2022 22:31","Pemeran Wanita Kebaya Merah Selesai Jalani Pemeriksaan Psikologi Polda Jatim, Ini Hasilnya",clickbait
"SURYA.CO.ID – Memperingati Hari Pahlawan 10 November 2022, SMAK St. Louis 1 Surabaya mencoba merefleksi kembali perjuangan para pahlawan, melalui pertunjukan teatrikal.Bersama Komunitas Pemuda Surabaya Juang, para siswa dan guru SMAK St. Louis 1 menampilan peristiwa heroik yang pernah terjadi di Gedung Sinlui.Sebagai informasi, melansir laman smakstlouis1sby.sch.id, gedung SMAK St. Louis di Jalan Polisi Istimewa nomor 7 pernah menjadi markas Pasukan Polisi Keresidenan Surabaya saat revolusi 10 November 1945.Selain itu, gedung Cagar Budaya tersebut juga menjadi saksi bisu perkembangan Kota Surabaya dari tahun ke tahun.Disaksikan 1500 siswa, pertunjukan teatrikal bertajuk ""Kibar Bendera 10 November 2022"" diawali dengan kabar Kota Nagasaki dan Hirosima dibom oleh sekutu pada tanggal 15 Agustus 1945. Saat itu Jepang menyatakan kalah perang.Kondisi ini dimanfaatkan para negarawan, Proklamasi Republik Indonesia lantas dikumandangkan pada tanggal 17 Agustus 1945 oleh Sukarno Hatta di Jakarta.Sementara di Kota Surabaya, berita proklamasi itu telah sampai ke meja para redaktur Radio dumai melalui pesan telegrafis.Agar Berita ini menyebar keseluruh warga kota Surabaya, pewarta yang berjiwa pejuang, menyiarkan Proklamasi RepublikIndonesia dalam bahasa Jawa & Bahasa Madura. Dari sinilah kemudian dikibarkan bendera Merah putih yang pertama kali di Surabaya setelah pengumuan kemerdekaan.Namun terjadilah peperangan selama 3 hari di Surabaya. Tentara Gurkha inggris Kuwalahan membendung perlawanan arek-arek Surabaya, kekuatan pemuda surabaya diatas angin, gedung di RRI dibakar dan banyak korban berjatuhan dari kedua belah pihak.Jenderal Mallaby kuwalahan lalu menghubungi markas sekutu di Singapora, minta atasannya mengusahakan genjatan senjata.Ultimatum tentara Inggris itu adalahpenghinaan bagi para pejuang dan rakyat yang telah membentuk banyak badan perjuangan milisi.Ultimatum ditolak dan menentang kembalinya penjajahan Belanda yangmemboncengi tentara Inggris di Indonesia khususnya di Surabaya.Tentara Inggris Mengawali dengan pengeboman dari udara ke gedung pemerintahan di Surabaya, dan mengerahkan 30.000 infantri, sejumlah pesawat terbang, Tank dan Kapalperang dan membombardir kota Surabaya.Tentara sekutu dibuat shock karena target memiliki benteng keyakinan yang kuat.","Kamis, 10 November 2022 22:36",SMAK St. Louis 1 Surabaya Hadirkan Semangat Juang 10 November Lewat Pertunjukan Teatrikal,clickbait
"SURYA.co.id I Pendaftaran skuad tim Piala Dunia Qatar 2022 akan ditutup 15 November mendatang.Hari itu, sebanyak 32 negara peserta Piala Dunia 2022, sudah harus menyerahkan daftar skuad yang berisi maksimal 26 orang.Meski begitu sejumlah negara telah mengumumkan skuad tim yang bertarung di Qatar sebelum masuk deadline.Di Grup B, Amerika Serikkat (AS) dan Wales mengawali langkah mengumumkan daftar 26 pemain yang menjadi pasukan pemburu gelar juara dunia di Qatar mulai 20 November mendatang.Group B Piala Dunia Qatar 2022InggrisIranAmerika SerikatWalaesProfil Timnas Amerika Serikat (AS)Penyerang Chelsea, Christian Pulisic akan memimpin tim nasional negaranya, Amerika Serikat (AS) di Piala Dunia Qatar yang akan dimulai 20 November 2022 mendatang. Baca juga: Piala Dunia 2022: Pembagian Grup dan Profil Pemain Timnas Negara PesertaChristian Pulisic menjadi andalan AS untuk urusan mencetak gol. Untuk mengobrak abrik barisan pertahanan lawan, Christian Pulisic akan ditemani Gio Reyna (penyerang Borussia Dortmund), Josh Sargent (penyerang Norwich City Inggris), dan Tim Weah (Marseille - Prancis).Untuk penjaga gawang, Timnas AS mengandalkan Matt Turner sebagai kiper utama. Matt Turner merupakan penjaga gawang muda AS yang telah dibeli Arsenal. Namun Matt Turner masih dipinjamkan pada tim Liga Amerika.Matt Turner memiliki reputasi sebagai kiper terbaik Liga Amerika MLS musim 2021/2023 lalu. Baca juga: Jadwal Piala Dunia 2022 Lengkap Penyisihan Grup A-H Hingga Babak Final, Mulai 20 NovemberSedang di barisan bek, Timnas AS mengandalkan Sergino Dest, yang kini menjadi pemain utama AC Milan Italia.Sebelum bergabung dengan juara Liga Serie A Italia, Sergina Dest bermain bersama raksasa Catalan, Barcelona.Berikut skuad AS untuk Piala Dunia 2022/2023, dikutip SURYA dari Livescore.comKIPER: ","Kamis, 10 November 2022 22:41","Piala Dunia 2022, Profil 32 Tim dan Pembagian Grup: Amerika Andalkan Penyerang Chelsea",noclickbait
"SURYA.co.id I Berikut Timnas Negara peserta Piala Dunia Qatar 2022, yang telah mengumakan daftar skuadnya.Pendaftaran pemain tim peserta Piala Dunia akan ditutup 15 November mendatang. Hari itu, sebanyak 32 negara peserta harus sudah menyerahkan daftar skuad yang berisi maksimal 26 orang.Wales menjadi salah satu tim yang mengumumkan daftar 26 pemain yang akan diterbangkan untuk perburuan tropi juara Piala Dunia Qatar 2022, yang akan dimuali 20 November 2022 mendatang.Wales akan memulai pertarungan di Grup B, melawan Inggris, Iran, dan Amerika Serikat.Inggris menjadi tim paling favorit mendapat tiket babak knock out dari Grup B.Grup B Piala Dunia Qatar 2022InggrisIranAmerika SerikatWalaes Baca juga: Piala Dunia 2022, Profil 32 Tim dan Pembagian Grup: Amerika Andalkan Penyerang Chelsea Baca juga: Piala Dunia 2022: Pembagian Grup dan Profil Pemain Timnas Negara PesertaProfl Skuad Timnas WalesBintang veteran, Gareth Bale menjadi pemain paling diandalkan Timnas Wales di ajang sepak bola terbesar yang akan berlangsung di Qatar mulai 20 November mendatang.Gareth Bale yang dipercaya sebagai kapten, sukses membawa Wales ke panggung akbar dalam babak kualifikasi yang berlangsung dramatis.Dikutip SURYA dari wikipedia, Garet Bale memulai karir sepak bolanya dari akasemi Southampton. Bale masuk skuad utama Southampton musim 2006 - 2007.Hanya semusim tampil tim senior Southampton, Bale diboyong Tottenham Hotspur. Di tim inilah Gareth Bale meljit menjadi bintang di Liga Inggris. Berkat penampilannya yang cemerlang di Liga Inggris dan Liga Champions, Bale dinobatkan sebagai pemain terbaik Liga Inggris dari 2011 - 2021. Baca juga: Profil Kroasia di Piala Dunia 2022, Daftar Pemain dan Jadwal: Modric Cs Siap Tebus Kekalahan Final?Bale kemudian diboyong Rea Madrid musim 2013/2014 dengan transfer termahal saat itu, 85,1 juta poundsterling. Membantu Rea Madrid menjadi juara Liga Champion tiga kali, juara Laliga dua kali, serta juara Piala Super UEFA, dan piala dunia antar-klub.Jelang Piala Dunia Qatar 2022, Bale yang kini telah berusia 33 memilih menjaga performa permainnya dengan bergabung tim Liga MLS (Amerika), Los Angeles FC. Baca juga: Ini Penampakan Jersey Piala Dunia, Jersey Inggris dan Jepang Paling Elegan, Belanda Berubah KuningPiala Dunia Qatar 2022 ini, akan menjadi panggung terakhir Gareth Bale di ajang sepak bola terakbar di jagad.Gareth Bale satu-satunya penyerang Timnas Wales yang memiliki pengalaman panjang bersama tim raksasa Eropa.Penyerang Wales lainnya, yang akan mendampingi Gareth Bale antara lain Kieffer Moore (Bournemouth - Inggrus), Mark Harris (Cardiff, tim Championship Inggris/liga kasta kedua), Brennan Johnson (Nottingham Forest), dan Daniel James (Fulham)Berikut daftar skuad Wales di Piala Dunia Qatar 2022, dikutip SURYA dari Livescore.comKIPER: Wayne Hennessey (Nottingham Forest), Danny Ward (Leicester), Adam Davies (Sheffield United)BEK : Ben Davies (Tottenham), Ben Cabango (Swansea), Tom Lockyer (Luton), Joe Rodon (Rennes), Chris Mepham (Bournemouth), Ethan Ampadu (Spezia), Chris Gunter (AFC Wimbledon), Neco Williams (Nottingham Forest), Connor Roberts (Burnley)GELANDANG:Sorba Thomas (Huddersfield), Joe Allen (Swansea), Matthew Smith (MK Dons), Dylan Levitt (Dundee United), Harry Wilson (Fulham), Joe Morrell (Portsmouth), Jonny Williams (Swindon), Aaron Ramsey (Nice), Rubin Colwill (Cardiff).PENYERANG: Gareth Bale (LAFC), Kieffer Moore (Bournemouth), Mark Harris (Cardiff), Brennan Johnson (Nottingham Forest), Daniel James (Fulham)","Kamis, 10 November 2022 23:24","Piala Dunia 2022, Profil 32 Tim dan Pembagian Grup: Wales Berharap Taji Terakhir Garet Bale",noclickbait
